ano,turno,id_eleicao,tipo_eleicao,data_eleicao,sigla_uf,sigla_uf_nome,id_municipio,id_municipio_nome,id_municipio_tse,id_municipio_tse_nome,cargo,numero,sigla,nome,tipo_agremiacao,sequencial_coligacao,nome_coligacao,composicao_coligacao,numero_federacao,sigla_federacao,composicao_federacao,situacao_legenda
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,coligacao,130000002362,UBERLANDIA CADA VEZ MAIS FORTE,PP / PTB / PTN / PSC / DEM / PHS / PTC / PRP / PSDB / PSD / PT do B / PR,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,70,PT do B,PARTIDO TRABALHISTA DO BRASIL,coligacao,130000002362,UBERLANDIA CADA VEZ MAIS FORTE,PP / PTB / PTN / PSC / DEM / PHS / PTC / PRP / PSDB / PSD / PT do B / PR,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,25,DEM,DEMOCRATAS,coligacao,130000002362,UBERLANDIA CADA VEZ MAIS FORTE,PP / PTB / PTN / PSC / DEM / PHS / PTC / PRP / PSDB / PSD / PT do B / PR,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,55,PSD,PARTIDO SOCIAL DEMOCRÁTICO,coligacao,130000002362,UBERLANDIA CADA VEZ MAIS FORTE,PP / PTB / PTN / PSC / DEM / PHS / PTC / PRP / PSDB / PSD / PT do B / PR,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,coligacao,130000002362,UBERLANDIA CADA VEZ MAIS FORTE,PP / PTB / PTN / PSC / DEM / PHS / PTC / PRP / PSDB / PSD / PT do B / PR,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,22,PR,PARTIDO DA REPÚBLICA,coligacao,130000002362,UBERLANDIA CADA VEZ MAIS FORTE,PP / PTB / PTN / PSC / DEM / PHS / PTC / PRP / PSDB / PSD / PT do B / PR,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,55,PSD,PARTIDO SOCIAL DEMOCRÁTICO,coligacao,130000002362,UBERLANDIA CADA VEZ MAIS FORTE,PP / PTB / PTN / PSC / DEM / PHS / PTC / PRP / PSDB / PSD / PT do B / PR,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,31,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,coligacao,130000002362,UBERLANDIA CADA VEZ MAIS FORTE,PP / PTB / PTN / PSC / DEM / PHS / PTC / PRP / PSDB / PSD / PT do B / PR,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,coligacao,130000003143,O POVO NO PODER,PSTU / PSOL,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,coligacao,130000003143,O POVO NO PODER,PSTU / PSOL,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,coligacao,130000003143,O POVO NO PODER,PSTU / PSOL,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,coligacao,130000003143,O POVO NO PODER,PSTU / PSOL,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,coligacao,130000003143,O POVO NO PODER,PSTU / PSOL,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,coligacao,130000003143,O POVO NO PODER,PSTU / PSOL,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,44,PRP,PARTIDO REPUBLICANO PROGRESSISTA,partido isolado,130000003708,,,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,23,PPS,PARTIDO POPULAR SOCIALISTA,coligacao,130000004211,FELIZ CIDADE,PPS / PSL,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,17,PSL,PARTIDO SOCIAL LIBERAL,coligacao,130000004211,FELIZ CIDADE,PPS / PSL,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,15,PMDB,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,partido isolado,130000004389,,,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,10,PRB,PARTIDO REPUBLICANO BRASILEIRO,coligacao,130000005089,POR UBERLÂNDIA,PRB / PT,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,13,PT,PARTIDO DOS TRABALHADORES,coligacao,130000005089,POR UBERLÂNDIA,PRB / PT,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,25,DEM,DEMOCRATAS,coligacao,130000005198,FRENTE TRABALHISTA DEMOCRÁTICA,DEM / PT do B / PTB,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,coligacao,130000005198,FRENTE TRABALHISTA DEMOCRÁTICA,DEM / PT do B / PTB,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,70,PT do B,PARTIDO TRABALHISTA DO BRASIL,coligacao,130000005198,FRENTE TRABALHISTA DEMOCRÁTICA,DEM / PT do B / PTB,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,coligacao,130000005680,UNIÃO SOCIALISTA,PSB / PC do B,,,,
2012,1,,eleicao ordinaria,,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,65,PC do B,PARTIDO COMUNISTA DO BRASIL,coligacao,130000005680,UNIÃO SOCIALISTA,PSB / PC do B,,,,
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,27,DC,DEMOCRACIA CRISTÃ,partido isolado,130001713202,,DC,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,27,DC,DEMOCRACIA CRISTÃ,coligacao,130001739109,UBERLÂNDIA PRA FRENTE,PP / PL / PODE / UNIÃO / DC / NOVO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,27,DC,DEMOCRACIA CRISTÃ,coligacao,130001739109,UBERLÂNDIA PRA FRENTE,PP / PL / PODE / UNIÃO / DC / NOVO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,22,PL,PARTIDO LIBERAL,partido isolado,130001738914,,PL,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,22,PL,PARTIDO LIBERAL,coligacao,130001739109,UBERLÂNDIA PRA FRENTE,PP / PL / PODE / UNIÃO / DC / NOVO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,22,PL,PARTIDO LIBERAL,coligacao,130001739109,UBERLÂNDIA PRA FRENTE,PP / PL / PODE / UNIÃO / DC / NOVO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,11,PP,PROGRESSISTAS,partido isolado,130001749344,,PP,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,11,PP,PROGRESSISTAS,coligacao,130001739109,UBERLÂNDIA PRA FRENTE,PP / PL / PODE / UNIÃO / DC / NOVO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,11,PP,PROGRESSISTAS,coligacao,130001739109,UBERLÂNDIA PRA FRENTE,PP / PL / PODE / UNIÃO / DC / NOVO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,13,PT,PARTIDO DOS TRABALHADORES,federacao,130001719166,,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),101,PT/PC do B/PV,PT/PC do B/PV,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,13,PT,PARTIDO DOS TRABALHADORES,coligacao,130001711240,UBERLÂNDIA É POSSIVEL PARA TODOS,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE) / PSD,101,PT/PC do B/PV,PT/PC do B/PV,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,13,PT,PARTIDO DOS TRABALHADORES,coligacao,130001711240,UBERLÂNDIA É POSSIVEL PARA TODOS,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE) / PSD,101,PT/PC do B/PV,PT/PC do B/PV,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,43,PV,PARTIDO VERDE,federacao,130001719166,,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),101,PT/PC do B/PV,PT/PC do B/PV,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,43,PV,PARTIDO VERDE,coligacao,130001711240,UBERLÂNDIA É POSSIVEL PARA TODOS,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE) / PSD,101,PT/PC do B/PV,PT/PC do B/PV,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,43,PV,PARTIDO VERDE,coligacao,130001711240,UBERLÂNDIA É POSSIVEL PARA TODOS,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE) / PSD,101,PT/PC do B/PV,PT/PC do B/PV,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,15,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,partido isolado,130001747863,,MDB,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,15,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,15,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,partido isolado,130001713222,,PDT,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,35,PMB,PARTIDO DA MULHER BRASILEIRA,partido isolado,130001733956,,PMB,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,35,PMB,PARTIDO DA MULHER BRASILEIRA,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,35,PMB,PARTIDO DA MULHER BRASILEIRA,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,25,PRD,PARTIDO RENOVAÇÃO DEMOCRÁTICA,partido isolado,130001739083,,PRD,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,25,PRD,PARTIDO RENOVAÇÃO DEMOCRÁTICA,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,25,PRD,PARTIDO RENOVAÇÃO DEMOCRÁTICA,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,partido isolado,130001719753,,PSB,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,55,PSD,PARTIDO SOCIAL DEMOCRÁTICO,partido isolado,130001753892,,PSD,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,55,PSD,PARTIDO SOCIAL DEMOCRÁTICO,coligacao,130001711240,UBERLÂNDIA É POSSIVEL PARA TODOS,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE) / PSD,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,55,PSD,PARTIDO SOCIAL DEMOCRÁTICO,coligacao,130001711240,UBERLÂNDIA É POSSIVEL PARA TODOS,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE) / PSD,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,36,AGIR,AGIR,partido isolado,130001747807,,AGIR,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,36,AGIR,AGIR,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,36,AGIR,AGIR,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,30,NOVO,PARTIDO NOVO,partido isolado,130001694361,,NOVO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,30,NOVO,PARTIDO NOVO,coligacao,130001739109,UBERLÂNDIA PRA FRENTE,PP / PL / PODE / UNIÃO / DC / NOVO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,30,NOVO,PARTIDO NOVO,coligacao,130001739109,UBERLÂNDIA PRA FRENTE,PP / PL / PODE / UNIÃO / DC / NOVO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,20,PODE,PODEMOS,partido isolado,130001721745,,PODE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,20,PODE,PODEMOS,coligacao,130001739109,UBERLÂNDIA PRA FRENTE,PP / PL / PODE / UNIÃO / DC / NOVO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,20,PODE,PODEMOS,coligacao,130001739109,UBERLÂNDIA PRA FRENTE,PP / PL / PODE / UNIÃO / DC / NOVO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,partido isolado,130001741631,,PRTB,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,partido isolado,130001761297,,PRTB,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,partido isolado,130001741631,,PRTB,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,federacao,130001739015,,Federação PSDB CIDADANIA(PSDB/CIDADANIA),100,PSDB/CIDADANIA,PSDB/CIDADANIA,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,100,PSDB/CIDADANIA,PSDB/CIDADANIA,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,100,PSDB/CIDADANIA,PSDB/CIDADANIA,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,federacao,130001722550,,Federação PSOL REDE(PSOL/REDE),102,PSOL/REDE,PSOL/REDE,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,coligacao,130001711240,UBERLÂNDIA É POSSIVEL PARA TODOS,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE) / PSD,102,PSOL/REDE,PSOL/REDE,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,coligacao,130001711240,UBERLÂNDIA É POSSIVEL PARA TODOS,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE) / PSD,102,PSOL/REDE,PSOL/REDE,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,partido isolado,130001747850,,PSTU,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,partido isolado,130001739013,,PSTU,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,partido isolado,130001739013,,PSTU,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,18,REDE,REDE SUSTENTABILIDADE,federacao,130001722550,,Federação PSOL REDE(PSOL/REDE),102,PSOL/REDE,PSOL/REDE,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,18,REDE,REDE SUSTENTABILIDADE,coligacao,130001711240,UBERLÂNDIA É POSSIVEL PARA TODOS,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE) / PSD,102,PSOL/REDE,PSOL/REDE,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,18,REDE,REDE SUSTENTABILIDADE,coligacao,130001711240,UBERLÂNDIA É POSSIVEL PARA TODOS,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE) / PSD,102,PSOL/REDE,PSOL/REDE,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,70,AVANTE,AVANTE,partido isolado,130001733418,,AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,70,AVANTE,AVANTE,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,70,AVANTE,AVANTE,coligacao,130001745753,UBERLÂNDIA PODE MAIS,REPUBLICANOS / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,44,UNIÃO,UNIÃO BRASIL,partido isolado,130001719136,,UNIÃO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vice-prefeito,44,UNIÃO,UNIÃO BRASIL,coligacao,130001739109,UBERLÂNDIA PRA FRENTE,PP / PL / PODE / UNIÃO / DC / NOVO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,prefeito,44,UNIÃO,UNIÃO BRASIL,coligacao,130001739109,UBERLÂNDIA PRA FRENTE,PP / PL / PODE / UNIÃO / DC / NOVO,,,,deferido
2024,1,619,eleicao ordinaria,06/10/2024,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,vereador,65,PC do B,PARTIDO COMUNISTA DO BRASIL,federacao,130001719166,,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),101,PT/PC do B/PV,PT/PC do B/PV,deferido
