ano,turno,sigla_uf,sigla_uf_nome,id_municipio,id_municipio_nome,id_municipio_tse,id_municipio_tse_nome,zona,secao,tipo_secao_agregada,numero,nome,tipo,endereco,bairro,cep,telefone,latitude,longitude,situacao,situacao_zona,situacao_secao,situacao_localidade,situacao_secao_acessibilidade,eleitores_secao
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,592,1,1694,ESCOLA ESTADUAL JOSÉ GOMES JUNQUEIRA,1,"RUA ROBERTO MARGONARI, 360",LUIZOTE DE FREITAS,38414465,32100838,,,1,1,1,1,1,14
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,594,1,1694,ESCOLA ESTADUAL JOSÉ GOMES JUNQUEIRA,1,"RUA ROBERTO MARGONARI, 360",LUIZOTE DE FREITAS,38414465,32100838,,,1,1,1,1,0,357
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,606,2,1694,ESCOLA ESTADUAL JOSÉ GOMES JUNQUEIRA,1,"RUA ROBERTO MARGONARI, 360",LUIZOTE DE FREITAS,38414465,32100838,,,1,1,1,1,0,176
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,153,1,1317,CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,1,"AV. EUROPA, 175",TIBERY,38405088,32135998,,,1,1,1,1,0,352
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,96,1,1317,CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,1,"AV. EUROPA, 175",TIBERY,38405088,32135998,,,1,1,1,1,0,354
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,35,1,1317,CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,1,"AV. EUROPA, 175",TIBERY,38405088,32135998,,,1,1,1,1,0,353
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,200,1,1686,INSTITUTO EDUCACIONAL SANTA MÔNICA,1,"RUA GERALDO ROBERTO GERKEN, N 162",SANTA LUZIA,38408724,32163352,,,1,1,1,1,1,227
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,199,1,1686,INSTITUTO EDUCACIONAL SANTA MÔNICA,1,"RUA GERALDO ROBERTO GERKEN, N 162",SANTA LUZIA,38408724,32163352,,,1,1,1,1,1,218
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,577,1,1660,NAICA - NÚCLEO DE ATEND. INTEG. À CRIANÇA E AO ADOLESCENTE,1,"RUA DOS SININHOS, 35",PANORAMA,38413653,32177567,,,5,1,1,1,0,390
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,573,1,1660,NAICA - NÚCLEO DE ATEND. INTEG. À CRIANÇA E AO ADOLESCENTE,1,"RUA DOS SININHOS, 35",PANORAMA,38413653,32177567,,,5,1,1,1,1,109
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,589,1,1660,NAICA - NÚCLEO DE ATEND. INTEG. À CRIANÇA E AO ADOLESCENTE,1,"RUA DOS SININHOS, 35",PANORAMA,38413653,32177567,,,5,1,1,1,0,396
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,619,2,1724,APAE,1,"RUA JOÃO DE BARRO, 396",CIDADE JARDIM,38412156,32178514,,,1,1,1,1,0,165
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,618,1,1724,APAE,1,"RUA JOÃO DE BARRO, 396",CIDADE JARDIM,38412156,32178514,,,1,1,1,1,1,9
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,278,614,1,1708,ESCOLA MUNICIPAL CARLOTA DE ANDRADE MARQUEZ,1,"RUA DOS SININHOS, 205",PANORAMA,38413653,32192883,,,1,1,1,1,1,321
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,488,1,1643,ESCOLA MUNICIPAL PROFESSOR MILTON DE MAGALHÃES PORTO,1,"RUA SERVIÇO, 136",SEGISMUNDO PEREIRA,38408344,32195316,,,1,1,1,1,0,374
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,525,1,1643,ESCOLA MUNICIPAL PROFESSOR MILTON DE MAGALHÃES PORTO,1,"RUA SERVIÇO, 136",SEGISMUNDO PEREIRA,38408344,32195316,,,1,1,1,1,0,370
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,494,1,1643,ESCOLA MUNICIPAL PROFESSOR MILTON DE MAGALHÃES PORTO,1,"RUA SERVIÇO, 136",SEGISMUNDO PEREIRA,38408344,32195316,,,1,1,1,1,0,375
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,507,1,1643,ESCOLA MUNICIPAL PROFESSOR MILTON DE MAGALHÃES PORTO,1,"RUA SERVIÇO, 136",SEGISMUNDO PEREIRA,38408344,32195316,,,1,1,1,1,0,377
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,514,1,1643,ESCOLA MUNICIPAL PROFESSOR MILTON DE MAGALHÃES PORTO,1,"RUA SERVIÇO, 136",SEGISMUNDO PEREIRA,38408344,32195316,,,1,1,1,1,0,374
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,541,1,1643,ESCOLA MUNICIPAL PROFESSOR MILTON DE MAGALHÃES PORTO,1,"RUA SERVIÇO, 136",SEGISMUNDO PEREIRA,38408344,32195316,,,1,1,1,1,0,380
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,481,1,1643,ESCOLA MUNICIPAL PROFESSOR MILTON DE MAGALHÃES PORTO,1,"RUA SERVIÇO, 136",SEGISMUNDO PEREIRA,38408344,32195316,,,1,1,1,1,1,295
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,545,1,1660,ESCOLA ESTADUAL HERCÍLIA MARTINS REZENDE,1,"RUA PROF IGNÁCIO CASTILHO, 405",PAMPULHA,38408638,32266911,,,1,1,1,1,0,400
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,561,2,1660,ESCOLA ESTADUAL HERCÍLIA MARTINS REZENDE,1,"RUA PROF IGNÁCIO CASTILHO, 405",PAMPULHA,38408638,32266911,,,1,1,1,1,0,28
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,524,1,1660,ESCOLA ESTADUAL HERCÍLIA MARTINS REZENDE,1,"RUA PROF IGNÁCIO CASTILHO, 405",PAMPULHA,38408638,32266911,,,1,1,1,1,1,126
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,532,1,1660,ESCOLA ESTADUAL HERCÍLIA MARTINS REZENDE,1,"RUA PROF IGNÁCIO CASTILHO, 405",PAMPULHA,38408638,32266911,,,1,1,1,1,0,398
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,511,1,1660,ESCOLA ESTADUAL HERCÍLIA MARTINS REZENDE,1,"RUA PROF IGNÁCIO CASTILHO, 405",PAMPULHA,38408638,32266911,,,1,1,1,1,0,394
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,552,1,1651,ESCOLA MUNICIPAL ODILON CUSTÓDIO PEREIRA,1,"RUA CHAPADA DIAMANTINA, 355",SERINGUEIRAS,38410346,32272878,,,1,1,1,1,0,399
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,499,1,1651,ESCOLA MUNICIPAL ODILON CUSTÓDIO PEREIRA,1,"RUA CHAPADA DIAMANTINA, 355",SERINGUEIRAS,38410346,32272878,,,1,1,1,1,1,251
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,542,1,1651,ESCOLA MUNICIPAL ODILON CUSTÓDIO PEREIRA,1,"RUA CHAPADA DIAMANTINA, 355",SERINGUEIRAS,38410346,32272878,,,1,1,1,1,0,396
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,533,1,1651,ESCOLA MUNICIPAL ODILON CUSTÓDIO PEREIRA,1,"RUA CHAPADA DIAMANTINA, 355",SERINGUEIRAS,38410346,32272878,,,1,1,1,1,0,392
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,557,2,1651,ESCOLA MUNICIPAL ODILON CUSTÓDIO PEREIRA,1,"RUA CHAPADA DIAMANTINA, 355",SERINGUEIRAS,38410346,32272878,,,1,1,1,1,0,183
